,Title,Company Name,Location,Work Type,Description
10,Full Stack Engineer,"
                  Manpower Singapore
                ","
                Singapore, Singapore
              ",On-site," Job Scope   PHP - Full stack web/mobile application development with a variety of languages including but not limited to PHP, JavaScript, HTML, etc. Implement web or mobile interfaces using XHTML, CSS, and JavaScript Work closely with our PM and design teams to define feature specifications and build the next generation of products leveraging frameworks such as ReactJS. Work closely with operations and infrastructure to build and scale back-end services Build report interfaces and data feeds   Job Qualification   Bachelor's degree or higher in Computer Science or related technical field Proficiency in either Python, Ruby, PHP/Hack Proficiency in React JS, React, Javascript / HTML 3+ years of experience with Object Oriented Programming in any language (Java/JVM, .Net, NodeJs, or Python is a plus) 3+ years of experience with relational databases and SQL 3+ years of experience with web technologies: JavaScript, XHTML, CSS Proficiency in Java Full Stack Development, React.j.s, Reactive Architecture, Spring Boot and Simple Object Access Protocol (SOAP) A proven track record of successful project/product implementation with Continuous Integration, Continuous Delivery, Pair programming and Test-Driven Development   Swati Kiran License No.: 02C3423 Personnel Registration No.: R1878571   Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy  "
11,Software Engineer (React / C++),"
                  Randstad Singapore
                ","
                Singapore, Singapore
              ",On-site,"  About The Company    My client is a global manufacturer in escalators and elevators for various buildings such as residential, commercial and high-rise buildings    About The Job    Develop web application, quality software for loT/IT system Implement UI/UX of front-end Integrate latest technologies(loT, FR, QR, Robots, cloud platform) Perform software and system testing Write technical documentation    Skills And Experience Required    Software programming and development role Self-motivated candidate who is willing to learn Bachelor's degree or equivalent experience in Computer Science, Information Technology, Electronic Engineering or excellent in programming Preferred Knowledge: React, React Native, JavaScript, Linux, Docker, C++   To apply online please use the 'apply' function, alternatively you may contact Kaixinn at https://www.linkedin.com/in/kai-xinn-chew-0a7340163/   (EA: 94C3609/ R2196712 )   Applicants must be fully vaccinated or have a valid exemption in accordance with MOM’s regulations to allow them to enter the workplace. Applicants may be required to share verifiable COVID-19 vaccination documents or proof of a valid exemption at the point of offer. Randstad Pte. Limited and/or the Client reserves the right to withdraw an offer if the applicant fails to provide verifiable COVID-19 vaccination and/or proof of exemption documents. "
12,Frontend Engineer (Reactjs / Global MNC / $10k),"
                  Randstad Singapore
                ","
                Singapore, Singapore
              ",On-site,"  About The Company    We are working with a globally renowned MNC in hiring Frontend Engineers (Proficient in Reactjs  )    To Succeed In This Role, You Should Have    Min 3 years of frontend engineering experience in Reactjs Degree in Computer Engineering/Science or equivalent    About The Job    Responsible for the design and development of the front-end architecture Write high quality, maintainable code Responsible for user experience optimization Collaborate with cross-functional teams to define and design new features   Interested candidates, please click 'APPLY'  or send your CV (in MS Word) to xylon.chian(@)randstad.com.sg  EA: 94C3609 | R1984287 | Xylon Chian   Applicants must be fully vaccinated or have a valid exemption in accordance with MOM’s regulations to allow them to enter the workplace. Applicants may be required to share verifiable COVID-19 vaccination documents or proof of a valid exemption at the point of offer. Randstad Pte. Limited and/or the Client reserves the right to withdraw an offer if the applicant fails to provide verifiable COVID-19 vaccination and/or proof of exemption documents. "
13,Software Engineer (Junior),"
                  DXC Technology
                ","
                Singapore, Singapore
              ",On-site,"  Job Description    Job Description: Participates as a member of the development team.  Completes development of units with designs prepared by more senior developers.  Participates in code reviews. Prepares and executes unit tests.  Applies growing technical knowledge to maintain a technology area (e.g. Web- site Development).  May perform unit design.  Applies company and 3rd party technologies to software solutions of moderate complexity.  Configures end-user or enterprise systems designed by more senior technologists.    Requirements    Min 1 year of Java experience and knowledge or skills in : code writing using languages such as .Net, C#, VB.net AND/OR J2EE, Java, PL/SQL, Java Struts, Spring, Hibernate Enterprise framework including Agile Development environments and/or Application Servers like WebSphere. Good understanding of modern software development and testing methodologies, scripting and tools. Familiarity with RDBMS databases such as Oracle will definitely be helpful. The ideal candidate must be a Singapore citizen or Permanent Resident with a Bachelor’s degree or Diploma in Computer Science, Computer Engineering, or relevant fields in order to meet the project requirements of the client.    "
14,Full Stack JS Engineer,"
                  Scoot
                ","
                Singapore, Singapore
              ",On-site,"  Summary    We are searching for a passionate and extremely dedicated Full Stack JS Engineer! You will be part of the Chatbot Development team and will be the subject matter expert of chatbot and NodeJS development providing technical excellence and support to the organisation. You will work closely with Digital Applications Development Manager, PO, and cross-functional team to develop and support chatbot and NodeJS applications.    Job Description     Design, develop, and implement solutions leveraging Node.js, TypeScript, or React. Involved in the whole process of the application life cycle: idealization, design, development, test, release, and support. Produce fully functional applications writing clean code. Participate in an Agile team and be actively involved in the full software development life cycle Stay up-to-date with new technology trends     Job Requirements     Degree in Computer Sciences / Software Engineering / Information Technology or equivalent 2+ years of professional experience on NodeJS, TypeScript, React or other equivalent programming languages     Skills    Agile Methodologies, Node.js, Programming Languages, Software Development, Software Engineering, Typescript  "
15,Backend Software Engineer - Marketplace (Campus Hire),"
                  Shopee
                ","
                Singapore, Singapore
              ",On-site,"  About The Team    We are a group of software engineers who take coding seriously and understand programming as a science and engineering discipline. Responsible for the design and implementation of services, systems and platforms, we ensure high performance, availability and scalability by constantly diving into the deep layer of code to identify and solve problems.    Job Description    Designing and implementing backend services in Python and Go Writing high-quality, clean and maintainable code using engineering best practices (unit testing, source control, continuous integration, automation, design patterns, etc.) Analysing requirements, designing and developing features Understanding and constantly optimising our products, identifying and fixing problems, improving stability and user experience Designing and implementing distributed systems that are optimised for performance, scalability and availability Building reusable code and libraries Collaborating with fellow developers, product managers, user experience designers, and operation engineers to build products with cutting-edge technologies     Requirements    Pursuing / Enrolled in a Bachelor's degree in Computer Science / Computer Engineering or in a related technical field Passionate about coding and programming, innovation, and solving challenging problems In-depth understanding of Data Structures, Database and other computer science fundamentals Proficient in at least one programming language Hands-on experiences and knowledge on relational databases such as MySQL (Preferred)  "
16,Frontend Developer (Fintech startup),"
                  Randstad Singapore
                ","
                Singapore, Singapore
              ",On-site,"  About Company    I am working with a leading options derivatives trading platform startup that empowers institutions and individuals to trade options that are settled by smart contract. Series A startup with high growth potential!    About Job    Develop and maintain responsive web applications with VueJS and ReactJS to run on modern browsers and operating systems with high performance applications for digital asset trading and financial reporting. Continually improve the robustness, performance and stability of existing web applications to support the ongoing platform functionality Collaborate with other team members on the integration of backend and frontend elements. Define and conduct integration and unit testing Management of source code change control, configuration management and process for build/deployment of code    Skills And Requirements    At least 2 years of substantial frontend web development experience. Extensive knowledge of HTML5, CSS3, JavaScript, web stacks, libraries, and JS frameworks e.g. VueJS, ReactJS - especially when building component-based modules Experience with code versioning tools such as git Experience on cross-browsing compatibility issues and ways to work around them.   To apply online please use the 'apply' function, alternatively you may contact Stella at 96554170 (EA: 94C3609 /R1875382) "
17,Full Stack Engineer (Innovation Labs) Australia,"
                  ConsenSys
                ","
                Singapore, Singapore
              ",Remote," Location: Australia  About ConsenSys  ConsenSys is the leading Ethereum software company. We enable developers, enterprises, and people worldwide to build next-generation applications, launch modern financial infrastructure, and access the decentralized web. Our product suite, composed of Infura, Quorum, Codefi, MetaMask, and Diligence, serves millions of users, supports billions of blockchain-based queries for our clients, and has handled billions of dollars in digital assets. Ethereum is the largest programmable blockchain in the world, leading in business adoption, developer community, and DeFi activity. On this trusted, open source foundation, we are building the digital economy of tomorrow. To explore our products and solutions, visit http://consensys.net/.   About Innovation Labs  Permissionless innovation and unprecedented explosive growth is occurring now in the cryptosphere and metaverses across social and cultural spectrums as can be seen with new applications in NFTs, DAOs, Fan and Social Tokens, just to name some of the major trends.   The ConsenSys Innovation Lab focuses on researching emerging trends and translating ideas to concepts, prototypes and live experiments at the edge of change in the cryptospheres and metaverses. The outcomes help inform new ways or improve current ways to acquire more customers and developers by extending existing products or launching new ones.   What You’ll Get To Work On  You will get to work on the most innovative and forward looking ideas to deliver the best user experience, engagement and utility. You will get to experiment, learn and apply the learnings to validate the viability of an idea to help make data driven decisions about pursuing the idea further.   You will join a multinational and multidisciplinary team tasked to deliver rapid prototypes within short and agile delivery cycles. As part of this team you will be responsible for technical analysis and architecture and for the development of back-end APIs/services, front-end UX/UI and/or blockchain smart contracts.   Required   4+ years of full-stack software development experience working on production-grade projects or startups Mastery of one of the following disciplines: Back-end development: Python/Typescript / Node.js Front-end development: React.js Experience with, or understanding of: PostgreSQL Experience with using collaboration tools and operating in a remote first environment Experience working on agile projects Experience working in CI/CD setup Experience with developing APIs and microservices architectures    Bonus points for   Bachelors or Masters in Computer Science or related subject Understanding of blockchain technology, especially Ethereum Blockchain / smart contract development: Solidity / Ethereum, Web3.js or Ethers.js library DevOps experience with Docker and deploying in the cloud Experience in deploying blockchain infrastructure Excellent verbal and written communication in English Teamwork, flexibility, initiative, communication and organization Willingness to constantly learn &amp; improve, challenging yourself to stay at the top of your game    Don't check all of the boxes? Don't sweat it. We’re passionate about building a diverse team of humans and as such, if you think you've got what it takes to create a world-class infrastructure and tools function in our chaotic-but-fun, decentralised, remote-friendly, start-up environment—apply anyway. While we have a pretty good idea of what we need, we're ready for you to challenge our thinking on who needs to be in this role.   Why join ConsenSys?  Here are some of the perks of being part of a unique organization like ConsenSys   One of the most recognized tech companies in the blockchain ecosystem globally. A work experience at ConsenSys is a tremendous reference for your future career. ConsenSys alumni have moved on to become tech entrepreneurs, CEOs, and team leads at tech companies. The forefront of a revolution. We fundamentally believe blockchain is a next generation of technology that can lay the foundation for a more just and equitable society. You can be a part of building the digital economy of tomorrow and radically transforming our society for the better. A dynamic startup environment with deep roots. We are one of the earliest blockchain companies and a leader in the space. You’ll join a network of entrepreneurs and technologists that reaches the edge of our ecosystem. Deep technical challenges. Blockchain technology is just over 10 years old. Ethereum itself is still a toddler. There is much to be done before these platforms can scale to the order of millions or billions of users. We are building the tools, infrastructure and applications l that are pushing the technology forward. Continuous learning and improvements. You’ll be constantly exposed to new concepts, ideas and frameworks from your peers and as you work on different projects — challenging you to stay at the top of your game.    ConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law.  ConsenSys is aware of fraudulent recruitment practices and we encourage all applicants to review our best practices to protect yourself which can be found  here  .  "
18,Data Scientist (Deliveries),"
                  Grab
                ","
                Singapore, Singapore
              ",On-site," Job Description:    Life at Grab:    At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.   Get to know our Team:  Our team is responsible for multiple key business verticals at Grab, including GrabFood, GrabMart, GrabExpress. We make an impact by implementing various data science solutions to continuously improve our driver partner’s, consumer’s, and merchant’s experience. If you are looking for an opportunity to apply your expertise while creating real impact, then you should join our team!   Get to know the role:  We are looking for a Data Scientist to develop innovative &amp; state-of-the-art data science solutions to support supply chain related use cases in Grab, including but not limited to route planning &amp; optimization, warehouse management, inventory management, delivery time estimation, etc.   The day-to-day activities:   You collaborate with stakeholders to identify business requirements &amp; outcome You translate business problems into data science problems. You develop optimization / prediction models to solve identified problems; and deployment to production platforms. You design appropriate experiments to validate finding or test hypotheses; and gain insights from data and results. You understand success business metrics for the overall project to show improvements; provide on-going tracking &amp; monitoring of performance; and design &amp; deploy enhancements &amp; fixes to systems as needed. You document analysis, methodology, algorithms, results and insights in a clear &amp; logical manner; and present the rationale of findings in easy to understand terms for the business. You assist in solving parts of problems in projects independently. You contribute to the team's innovation and IP creation.   The must haves:   You have Heart, Hunger, Honour and Humility. You have a Master's / PhD degree in Operations Research, Industrial &amp; Systems Engineering, Computer Science, Electrical / Computer Engineering, Mathematics / Statistics, or related technical disciplines. You have expertise &amp; experience in programming languages, such as Python, Java, C++, and experience in manipulating large datasets. You are familiar with basic principles of machine learning, distributed computing and/or distributed databases. You demonstrate the ability to quickly understand new concepts, all the way down to the theorems. You have good communication and interpersonal skills.   Really good to haves:   You have knowledge &amp; work experience in deliveries and/or supply chain related industries. You have experience or familiarity with software design and development.    Our Commitment    We are committed to building diverse teams and creating an inclusive workplace that enables all Grabbers to perform at their best, regardless of nationality, ethnicity, religion, age, gender identity or sexual orientation and other attributes that make each Grabber unique.   About Grab  Grab is the leading superapp platform in Southeast Asia, providing everyday services that matter to consumers. Today, the Grab app has been downloaded onto millions of mobile devices, giving users access to over 9 million drivers, merchants, and agents. Grab offers a wide range of on-demand services in the region, including mobility, food, package and grocery delivery services, mobile payments, and financial services across 428 cities in eight countries.   Join us today to drive Southeast Asia forward, together. "
19,Data Scientist (Multiple Roles and Teams),"
                  Grab
                ","
                Singapore, Singapore
              ",On-site," Job Description:   Life at Grab:  At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.   Data at Grab  Do you believe in the power of technology to serve millions of lives across Southeast Asia? Are you excited to augment the region's leading superapp with state-of-the-art artificial intelligence across transportation, logistics, and financial services? Are you passionate about turning big data into a force for human good? If so, we are looking for you!   About the Data Science Teams at Grab:  Our data science teams aim to improve Grab’s user experience and platform efficiency, and drive real-world impact through innovative data-driven technology. Day to day, we write codes in Python, Scala, and sometimes C++ to crunch data and implement algorithms. We take care of end-to-end flows from data analysis to deployment and evaluation in a distributed computing environment. But most of all, we love to explore and are resilient to failure.   Below are a few examples of what we are working on:   Recommendations: Predict the most relevant items in the user journey, such as choice of food or grocery for delivery, possible destinations for ride hailing and relevant promotions ETA Prediction: Estimate the arrival time for a ride/ delivery based on real-time traffic conditions. Optimization: Design algorithms to improve the performance and efficiency of Grab’s marketplace, including network optimization, combinatorial optimisation, linear and mixed integer optimisation. Fraud detection: Detect fraudulent events and users with various algorithms and models including graph mining and sequential neural networks. Credit scoring: Generate credit scores using high-dimensional behavioural data. Computer vision: Develop models on satellite and street-level imagery for text detection, OCR, face recognition, generic object detection and image classification Natural language processing: Develop models of multiple Southeast Asian languages for intent detection, reply suggestions, search query understanding, geographic information extraction, and incident response. Speech processing: Develop models to identify voice commands, detect user-sentiment, and for voice-authentication.   Get to know the role   Work with business and product stakeholders to ensure the right technologies are used to solve the right problems. Design and implement algorithms to derive deep insights and identify trends, patterns and relationships from high-volume high-dimensional data. Conceptualise and develop machine learning models to understand, classify and predict user behaviors in different scenarios in Grab’s ecosystem. Develop machine learning models or algorithms for specific use cases similar to the above examples. Deploy, test and maintain them. Design and conduct both offline and online experiments to validate hypotheses Work with engineering teams to productize the outcome. Platformize the technologies to be reusable across Grab wherever possible.   The must have   Degree in Computer Science, Electrical/Computer Engineering, Industrial &amp; Systems Engineering, Mathematics/Statistics, or related technical disciplines. Masters and PhD preferred. For (Experienced hires) - Expert working knowledge and a couple of years experience in any of the examples above Strong knowledge in mathematics, signal processing, data structure and algorithms. Proficient in one or more of the following programming languages: Python, R, Scala, Golang Java, C++ Strong working knowledge of machine learning principles including classification, clustering, anomaly detection, semi-supervised learning, and reinforcement learning. Experience in ETL, feature selection, hyper-parameter optimization, model validation and visualization. Experience in data analysis / numerical computing / classical ML tools like Pandas, NumPy/SciPy, Scikit-Learn, or XGBoost. Experience in deep learning frameworks like Tensorflow or PyTorch. Familiarity with relational databases and SQL Self-motivated, independent learner, and enjoy sharing knowledge with team members. Detail-oriented and efficient time manager in a dynamic fast-paced working environment.   Really nice to have:   Experience in production software engineering routines such as test-driven development, code versioning with Git, conducting code reviews, and CI/CD. Experience in data analysis and machine learning with cloud platforms (e.g. AWS, Azure, GCP) or modern data processing stacks (e.g. Hive, Presto/Trino, Spark, Kafka, Airflow, HBase, Flink etc.) Proven track record/ accolades in data/ AI-related competitions (e.g. KDD Cup) or programming competitions (e.g. ICPC). Deep understanding of various machine learning and deep learning models, with familiarity dealing with trade-offs. Hands-on experience in developing algorithms and models at a very large scale in an industry environment. Excited about working in a fast-paced and agile environment.   We are committed to building diverse teams and creating an inclusive workplace that enables all Grabbers to perform at their best, regardless of nationality, ethnicity, religion, age, gender identity or sexual orientation and other attributes that make each Grabber unique.   Join us today to drive Southeast Asia forward, together. "
