,Title,Company Name,Location,Work Type,Description
10,Data Engineer,"
                  StarHub
                ","
                Singapore, Singapore
              ",On-site," Job Description  The Data Engineer supports the design, implementation and maintenance of data flow channels and data processing systems that support the collection, storage, batch and real-time processing, and analysis of information in a scalable, repeatable and secure manner. He/She focuses on defining optimal solutions to data collection, processing and warehousing. He designs, codes and tests data systems and works on implementing those into the internal infrastructure. He focuses on collecting, parsing, managing, analysing and visualising large sets of data to turn information into insights accessible through multiple platforms.   He is passionate about numbers and works with large data sets. He has a keenness for understanding business processes and resolving challenges in order to provide solutions with the help of clean and interlinked databases and architectures.   Qualifications   Diploma/Degree in Computer science. Minimum 4 years experience in data models and reporting packages. Ability to analyse large datasets, data model and interpret data pattern. Experience in develop reporting and visualization through any Business Intelligent tools. Hands-on experience in transforming functional specifications into design specifications. Hands-on experience in SQL, or any related RDBMS database. Experience in Dot Net, Python, or any related OOP language. Good to have ETL/ELT experience, specifically on Microsoft SSIS. Good problem solving &amp; communication skills. Working experience with Qlik Sense is a plus. We regret that only shortlisted candidates will be notified.  "
11,Data Engineer,"
                  Binance
                ","
                Singapore, Singapore
              ",Remote," Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.   Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?   Responsibilities   Develop data pipelines for batch and streaming applications Develop data products and services like user profiling, realtime reconciliation, etc. Keep learning big data technologies and continuously optimize products and services    Qualifications   3+ years experiences of developing big data related applications Proficient Java / Scala / Python (at least one language) and SQL programming languages Proficient in big data pipeline development including batch and streaming processing Familiar with big data components like Hadoop, Hive, Spark, Spark streaming, Flink, Presto, Hbase, Kafka, Zookeeper, Airflow, Elasticsearch, Redis Experience in big data product development is a plus, including data warehouse, query platform, streaming, recommendation, user profiling, risk management, etc. Experience in API developing with at least one of the frames: Spring boot, AWS lambda + API gateway Team working, analytical mind, be optimistic, willing to accept challenges and quick response against incidents    Working at Binance   Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry Fast moving, challenging and unique business problems International work environment and flat organisation Great career development opportunities in a growing company Possibility for relocation and international transfers mid-career Competitive salary Flexible working hours, Casual work attire  "
12,Software Engineer (Proficient in Vietnamese),"
                  Experis Singapore
                ","
                Singapore, Singapore
              ",On-site,"  Job Summary    The position will be based in Singapore, working closely with the Vietnamese Education Marketing team and performing coding for Vietnamese education programme.   Key Tasks   Support Vietnam marketing team in modifying the education program for localization for Vietnam education market Be involved in related projects for the initiative and communicate effectively between cross-functional teams as well as third-party vendors Track and provide progress reports on key projects and programme metrics   Key Competencies   At least a Bachelor's Degree in Computer Science/Computer Engineering /related discipline Familiar with at least 1 coding language such as Python or Javascript Knowledge of Swift is a plus Good communication skills to collaborate with other teams Advanced proficiency in Vietnamese (oral &amp; written) to liaise with the marketing team based in Vietnam, and to process Vietnamese content and data, etc. Able to read and write fluently in English Knowledge in education and marketing industry is a plus but not required   Claudia Kueh Kee Jinq EA License No.: 02C3423 Personnel Registration No.:R1880247   Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.experis.com.sg/privacy-policy  "
13,Data Engineer,"
                  Hydroinformatics Institute
                ","
                Singapore, Singapore
              ",Hybrid," We are looking for a passionate and enthusiastic Data Engineer. Join us now to make a difference in the Water Industry!     YOUR ROLE   Work on building robust and scalable data processing pipelines using Python Collaborate with Data Scientists to implement data science models Keep the Data platform stable and continuously improve the system. Identify Insights to make sense of data Design, develop, and implement reusable components. Work closely together with DevOps Work closely with our business stakeholders and engineers     It will be a good fit if you have   Minimum 3 years  of experience in Python  Minimum 2 years  of working experience in SQL and NOSQL databases  3 to 5 years  of experience in data engineering  or similar role Experience with cloud deployments, cloud tooling Excellent problem solving and troubleshooting skills Experience in Linux environment A Bachelor degree in Computer Science / Computer Engineering or related fields     It will be a bonus if you have   Data engineering certification Experience with API development Experience in data visualization tools Experience working in an agile environment Experience in timeseries and geospatial data Basic experience in Machine Learning Basic experience with MLOps platforms such as Iguazio    Location: Singapore     WHO WE ARE   A Singapore-based, Water-as-a-Service provider behind landmark water management projects in countries including Brunei, Oman, Singapore, Sri Lanka, Philippines, and Vietnam. A vibrant, fun-loving and highly experienced international team from 10 countries. We were named Small Business Rising Star  at the Winsemius Awards in 2018 and we are expanding! We offer flexible working hours and smart-casual dress code work environment. You will enjoy medical and term life insurance and professional development opportunities catered for your career growth.  "
14,Database Engineer (NoSQL),"
                  Grab
                ","
                Singapore, Singapore
              ",On-site," Job Description:    Life at Grab    At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.   Get to know the Team  The Database (DB) Ops team in Grab is responsible for all online production databases. We identify database problems, provide solutions and also build automation platforms to automate repeatable operation work in the most efficient and optimized way. Our team is passionate about the details and works very closely with a wide range of stakeholders. Our passion is anchored in the work that we do, and this is reflected in the impact we make in SEA on a daily life basis.   Get to know the Role  We are looking for talented and passionate Database Engineers to join our team. You will have opportunities to work on different database technologies on a large scale. It's very important that our team members take initiative to identify problems, and have the right mindset and problem-solving skills.   The Day-to-Day Activities   Manage, maintain and monitor a multitude of NoSQL database clusters, ensuring obligations to SLAs Diagnose, mitigate and communicate database related issues to relevant stakeholders both independently and collaboratively and take actions to prevent a recurrence Advise on and implement the best practices for business in each phase of the database cluster lifecycle: Planning, Provisioning, Tuning, Upgrading, Decommissioning Advice and support product, engineering and operation teams. Work with engineering and operations team to automate and innovate new approaches driving scalability, reliability and performance R&amp;D on new features and innovative solutions to push boundaries as domain expertise Participate in on-call rotations   The Must-Haves   Preferably a degree in computer science, software engineering, information technology or related fields Strong CS fundamentals (with competencies in algorithms and data structures) Domain experience in at least two of the NoSQL databases: DynamoDB, Elasticsearch, MongoDB, Redis, ScyllaDB, Druid Good to have experience in provisioning &amp; managing NoSQL clusters Proficiency in at least one scripting/programming languages – Golang, Python, Bash Hands-on experience with Amazon Web Services (AWS) Strong problem solving, interpersonal and communication skills Strong planning and organizing skills Team player, independent, highly motivated and self-manageable Responsible, dedicated and participate in on-call rotations.   The Nice-to-Haves   Experience with deployment orchestration, automation, and security configuration management (Jenkins, Terraform, Ansible) Familiar with other products in the Elastic Stack, e.g. Logstash, Metricbeat, Filebeat Comfortable working in Linux/Unix environments Knowledge of TCP/IP stack, Load balancer and Networking. Action and detail-oriented. Highly motivated to drive projects to completion Experience working with Redis/Elasticsearch, and solving technical problems with Redis/Elasticsearch, understanding of the internal workings of Redis/Elasticsearch    Our Commitment    We are committed to building diverse teams and creating an inclusive workplace that enables all Grabbers to perform at their best, regardless of nationality, ethnicity, religion, age, gender identity or sexual orientation and other attributes that make each Grabber unique.   About Grab  Grab is the leading superapp platform in Southeast Asia, providing everyday services that matter to consumers. Today, the Grab app has been downloaded onto millions of mobile devices, giving users access to over 9 million drivers, merchants, and agents. Grab offers a wide range of on-demand services in the region, including mobility, food, package and grocery delivery services, mobile payments, and financial services across 428 cities in eight countries.   Join us today to drive Southeast Asia forward, together.  "
15,Frontend Software Engineer - Mobile App (Campus Hire),"
                  Shopee
                ","
                Singapore, Singapore
              ",On-site,"  About The Team    We are a group of open-minded and innovative front-end developers. Enthusiastic about building high-performance features for our Shopee mobile app, we bridge the gap across platforms and solve challenging problems to support our fast-growing business and improve product experience for our end users.    Job Description    Design and develop frontend features that will be used by millions of Shopee app users Contribute ideas and technical solutions as part of the feature development cycle Translate UI/UX designs and business requirements into high quality code Understand the product, constantly optimise for performance, identify and fix problems, improve stability and user experience Collaborate with fellow developers to improve and innovate on our internal platform, shared components, libraries and development toolchain Participate in regular internal technology sharings and other regional tech events     Requirements    Less than 1 year of experience welcomed Passionate about coding, innovation, and solving challenging problems Loves building user-facing features, keen eye for UI/UX Proficiency in Javascript Strong understanding of fundamental algorithms and data structures Excellent working attitude, problem solving and critical thinking skills Familiar with React and/or React Native (preferred) Familiar with modern FE development toolchain: NPM, Babel, ESLint, Flow, Jest etc (preferred)  "
16,"Data Engineer (AWS, Python scripting)","
                  Randstad Singapore
                ","
                Singapore, Singapore
              ",On-site,"  About The Company    Founded in 2012, my client specialises in providing real time trading and risk views to institutional investors with tactical cross asset research and trade ideas that are implementable and grounded in positioning and flow data.   Reporting to the Head of Data, this is a newly created position based in Singapore.    About The Job    Re-design the data architecture of web-apps. Collaborate in a cross-functional team to define, develop and ship new features. Manage databases and improve the efficiency of the data structure. Develop data pipelines, mainly involving time series type of data.    Skills And Experience Required    Minimally Diploma/ Degree in Information Technology or equivalent. Minimally 1-3 years of working experience in a relevant Data Engineering position. Experienced in AWS and/ or other cloud services. Experienced in relational databases (SQL), NoSQL databases and data lakes. Experienced in designing schemas and writing queries, preferbaly with MongoDB. Experienced in Python, Pandas in particular. Experienced in distributed version control system, preferably Git. Experienced in ETL and data pipelining.   To apply online please use the 'apply' function, alternatively you may contact Joey  at joey.lam(at)randstad.com.sg.   (EA: 94C3609/ R1879086)   Applicants must be fully vaccinated or have a valid exemption in accordance with MOM’s regulations to allow them to enter the workplace. Applicants may be required to share verifiable COVID-19 vaccination documents or proof of a valid exemption at the point of offer. Randstad Pte. Limited and/or the Client reserves the right to withdraw an offer if the applicant fails to provide verifiable COVID-19 vaccination and/or proof of exemption documents. "
17,Database Engineer (Digibank),"
                  Shopee
                ","
                Singapore, Singapore
              ",On-site," Database Engineers take care of all database servers in Shopee and help to deliver large scale applications of e-commerce. We are looking for people with a passion for database, programming, and architecture design. High-potential fresh graduates with no prior experience are welcome.  Job Description:   Responsible for banking database administration and management (capacity planning, installation, backup, recovery, monitoring, security, compliance, optimizations, troubleshooting, etc). Support the development team for database designing, creating, optimizing and troubleshooting. Review existing software architecture and contribute to improve on the future architecture for database stability and a maximum of performance. Define and develop projects that reduce database operational costs and automate regular tasks. Develop and deliver documentations and training courses of database best practices. Research and develop new technologies and approaches for building data persistence systems with high availability and performance.    Requirements:   Bachelor's degree in information system, information technology, computer science, or related. In-depth knowledge of SQL (Structured Query Language) and relational database high availability and performance tuning. Minimum of 3 years of experience as DBA in banking or fi nancial fields. Good working experience of at least 1 database technology: SQL Server/PostgreSQL/Oracle/MySQL. Extensive experience with programming in at least one of Python/Java/Golang. Extensive experience with Linux system operations and Shell scripting. Good in English and Mandarin, strong written and verbal skills.    Skills below are preferable:   Strong analytical and problem-solving skills, at critical situations under pressure as well as day-to-day operations. Detail oriented, agile, flexible. Ability to manage multiple tasks with shifting priorities. Fast learner, willing to learn and work on multiple database techniques. Excellent collaboration and communication skills, able to work both independently and as part of a team.  "
18,Data Engineer,"
                  Robert Walters
                ","
                Singapore, Singapore
              ",On-site," An exciting Data Engineer job opportunity has become available at a leading e-commerce company.    About The Data Engineer Role    This leading e-commerce organisation has a strong presence in Singapore. They are looking to hire a Data Engineer reporting to the head of department.    Key Responsibilities    Creating and maintain optimal data pipeline architectures from various channels Ensuring optimal accuracy and timeliness of data on real-time basis while implementing monitoring tools to detect data issues Proper processing of semi-structured and unstructured data sets Working with internal teams to understand requirements and optimise performance   To succeed in this Data Engineer will need to have around five years of experience.    Key Requirements    Bachelor’s degree in computer science or equivalent Experience in business intelligence tools such as Tableau and PowerBI Experience in Python and R Able to implement ETL logic using SQL Knowledge in Hadoop of spark for data processing ELT pipelines management experience along with background in analytics   This is an excellent opportunity to be part of a company with strong footprint within the region.   If you are driven, determined and want to take the next step in your career, this Data Engineer role is right for you. Excellent career progression opportunities await the right person in this exciting role.   Apply today or contact me at +65 6228 5350 to discuss this new opportunity. Alternatively, send your resume to sachet.sethi@robertwalters.com.sg.   Do note that we will only be in touch if your application is shortlisted.   Robert Walters (Singapore) Pte Ltd   ROC No.: 199706961E | EA Licence No.: 03C5451   EA Registration No.: R1439850 Sachet Sethi "
19,Data Engineer,"
                  Eastspring Investments
                ","
                Singapore, Singapore
              ",On-site," Eastspring is a global asset manager with Asia at its core. We create a culture in which diversity is celebrated and inclusion assured, for our colleagues, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and in exchange, we support our people's career ambitions. We pledge to make Eastspring a place where you can Connect, Grow and Succeed.   Main Responsibilities   Design and implement our Data and AI central data platform as well as related tools/systems for advanced business analytics and enterprise data governance Manage data modeling design, writing, and optimizing ETL jobs Participate in building and enhancing enterprise cloud data warehouse Deliver and manage in-house and cloud-native data solutions to meet business requirements across firm-wide business units Assist in creating and monitoring analytics dashboards, for different business functions Ensure quality, integrity and accuracy of datasets through tracked, secured and auditable controls Work with stakeholders to assist with data-related technical issues and support their data needs. Follow and enforce best practices in software development and data engineering    Requirements   Excellent coding skills with Python and SQL, and solid understanding of object-oriented analysis and design Working knowledge of common algorithms and data structures, with strong analytical and problem-solving skills Hands-on experience with Linux and shell scripting Working experience with containerization (Docker/K8S) and task orchestration tools (Airflow/Luigi, etc.) Experience with cloud service and tools (AWS/Azure/GCP), as well as cloud data warehouse platforms. Experience with modern DevOps practices including version control, TDD, CI/CD, etc., for both code and configuration changes. Basic understanding and experience with ML/AI concepts (e.g. deep learning, deep reinforcement learning, deep bayesian learning), workflows, and toolsets (Jupyter Notebook, etc.), and libraries (Numpy, Pandas, Scikit Learn, PyTorch, etc.) preferably in both cloud-native and desktop deployments. Experience with traditional RDBMS based systems, including Data Lake, Data Warehouses and Marts, and more modern NoSQL and cloud-native big-data technology stacks such as document-oriented databases, Hadoop, columnar data files (e.g., Parquet), etc. Familiar with REST APIs, service-oriented architectures (SOA) / microservices, virtualization, and serverless deployment architectures. Demonstrated ability to understand, work with and deliver robust solutions in more than one programming language, framework, technology stack, runtime environment, etc..    Qualifications / Experience   Degree level or higher in Computer Science or another quantitative field 1-5 year(s) technical experience showing increasing sophistication of solutions implemented, and ability to deliver Fluency in both written and spoken English    Eastspring is an equal opportunity employer.  We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with special requirements. "
